CustomerID,Gender,Age,Married,Number of Dependents,Zip Code,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Customer Status,Churn Category,Churn Reason
0847-HGRML,Male,44,No,2,92258,0,62,None,Yes,No,Two Year,No,Bank Withdrawal,20.0,2767.8599999999997,0.0,Stayed,,
0848-SOMKO,Male,23,No,0,95682,0,70,None,No,Yes,Two Year,No,Bank Withdrawal,48.4,3442.8,0.0,Stayed,,
0848-ZGQIJ,Female,56,Yes,0,95070,3,16,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,1629.15,0.0,Stayed,,
0851-DFJKB,Female,57,No,0,94518,0,15,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,58.95,1413.25,0.0,Stayed,,
0853-NWIFK,Female,27,No,0,94973,0,45,None,Yes,Yes,One Year,Yes,Bank Withdrawal,100.3,4530.3,0.0,Stayed,,
0853-TWRVK,Male,59,Yes,0,91606,5,72,None,Yes,Yes,Two Year,No,Bank Withdrawal,105.6,8024.3,0.0,Stayed,,
0854-UYHZD,Female,21,Yes,3,91792,1,13,None,Yes,No,Two Year,No,Mailed Check,19.55,814.29,0.0,Stayed,,
0856-NAOES,Male,29,No,0,94519,0,6,Offer E,Yes,Yes,Month-to-Month,No,Credit Card,60.9,688.12,0.0,Stayed,,
0859-YGKFW,Male,56,Yes,3,95961,1,18,Offer D,Yes,No,One Year,No,Bank Withdrawal,20.05,850.98,0.0,Stayed,,
0862-PRCBS,Female,32,Yes,3,94132,6,68,None,Yes,Yes,Two Year,Yes,Credit Card,103.75,8133.57,0.0,Stayed,,
0864-FVJNJ,Female,63,Yes,1,95570,1,64,Offer B,Yes,Yes,One Year,No,Bank Withdrawal,113.35,7679.87,0.0,Stayed,,
0866-QLSIR,Female,53,No,0,92843,0,34,Offer C,Yes,Yes,One Year,Yes,Mailed Check,64.4,3258.69,0.0,Churned,Attitude,Attitude of support person
0867-LDTTC,Male,51,No,0,95830,0,5,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.15,621.0999999999999,0.0,Stayed,,
0867-MKZVY,Female,26,Yes,1,91001,5,20,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,82.4,2324.35,33.43,Churned,Price,Price too high
0868-VJRDR,Male,61,Yes,0,96016,1,64,None,Yes,Yes,Two Year,Yes,Credit Card,104.05,6910.1900000000005,0.0,Stayed,,
0869-PAPRP,Female,68,Yes,0,93256,4,26,None,Yes,Yes,Two Year,Yes,Credit Card,85.7,3269.24,0.0,Stayed,,
0870-VEMYL,Female,34,No,0,95310,0,5,Offer E,Yes,Yes,Month-to-Month,No,Credit Card,53.85,391.4,22.96,Churned,Competitor,Competitor offered higher download speeds
0871-OPBXW,Female,57,No,0,92027,0,2,Offer E,Yes,No,Month-to-Month,Yes,Mailed Check,20.05,52.95,0.0,Joined,,
0871-URUWO,Male,36,Yes,0,95250,1,13,None,Yes,Yes,Month-to-Month,Yes,Credit Card,102.25,1756.15,0.0,Churned,Competitor,Competitor had better devices
0872-CASZJ,Male,30,Yes,0,95951,1,59,Offer B,Yes,Yes,One Year,Yes,Credit Card,69.1,5306.4,0.0,Stayed,,
0872-JCPIB,Male,47,No,0,95364,0,17,Offer D,Yes,Yes,Month-to-Month,No,Bank Withdrawal,65.75,1917.85,0.0,Stayed,,
0872-NXJYS,Female,40,No,0,90069,0,9,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55,1132.09,0.0,Churned,Competitor,Competitor offered more data
0875-CABNR,Female,70,No,0,93401,0,10,None,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,1034.05,0.0,Churned,Attitude,Attitude of support person
0876-WDUUZ,Female,62,No,0,95665,0,5,Offer E,Yes,Yes,Month-to-Month,Yes,Credit Card,85.4,643.45,0.0,Churned,Price,Long distance charges
0877-SDMBN,Female,20,No,0,92126,0,54,None,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,7986.43,0.0,Churned,Competitor,Competitor made better offer
0880-FVFWF,Male,32,No,0,94550,0,56,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.4,7002.799999999999,0.0,Stayed,,
0880-TKATG,Male,21,Yes,0,92356,3,4,Offer E,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,424.14,0.0,Churned,Competitor,Competitor had better devices
0883-EIBTI,Female,23,No,0,95612,0,2,None,Yes,No,Month-to-Month,No,Mailed Check,19.5,87.59,0.0,Churned,Dissatisfaction,Limited range of services
0885-HMGPY,Male,55,No,0,95545,0,62,Offer B,Yes,Yes,Two Year,No,Bank Withdrawal,69.4,6787.5599999999995,0.0,Stayed,,
0886-QGENL,Female,72,Yes,0,92104,1,27,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,3991.59,0.0,Churned,Attitude,Attitude of service provider
0887-HJGAR,Male,57,No,0,93210,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.7,51.25,0.0,Churned,Competitor,Competitor offered higher download speeds
0887-WBJVH,Female,29,Yes,0,95312,1,53,Offer B,Yes,Yes,One Year,Yes,Bank Withdrawal,93.45,6904.75,0.0,Stayed,,
0895-DQHEW,Male,47,Yes,0,96013,1,54,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,7192.99,11.45,Churned,Competitor,Competitor offered more data
0895-LMRSF,Male,34,No,0,91932,0,23,None,Yes,Yes,One Year,Yes,Bank Withdrawal,64.9,2707.0,0.0,Stayed,,
0895-LNKRC,Male,53,Yes,3,91732,10,6,Offer E,Yes,No,One Year,No,Credit Card,19.45,122.92,0.0,Stayed,,
0895-UADGO,Male,46,No,0,95675,0,8,None,No,Yes,Two Year,Yes,Mailed Check,44.55,343.45,0.0,Stayed,,
0897-FEGMU,Female,43,Yes,0,90048,1,11,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,1398.83,0.0,Churned,Dissatisfaction,Network reliability
0898-XCGTF,Male,46,Yes,0,90039,1,61,None,Yes,Yes,One Year,Yes,Bank Withdrawal,96.5,7013.26,0.0,Stayed,,
0899-LIIBW,Male,21,Yes,0,96031,8,34,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,4668.0,0.0,Stayed,,
0899-WZRSD,Male,31,No,0,90292,0,56,None,Yes,Yes,Month-to-Month,Yes,Credit Card,105.35,7921.889999999999,0.0,Stayed,,
0902-RFHOF,Male,38,No,0,95650,0,38,None,Yes,No,One Year,No,Credit Card,20.1,1574.8400000000001,0.0,Stayed,,
0902-XKXPN,Male,29,Yes,1,96001,2,69,None,Yes,No,Two Year,No,Bank Withdrawal,20.2,3001.45,0.0,Stayed,,
0906-QVPMS,Male,29,Yes,0,93940,4,72,Offer A,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,10920.57,0.0,Stayed,,
0907-HQNTS,Female,74,Yes,0,94565,8,70,Offer A,Yes,Yes,Two Year,Yes,Credit Card,113.0,11221.6,0.0,Stayed,,
0909-SDHNU,Female,33,No,2,90036,0,7,None,No,Yes,Month-to-Month,No,Credit Card,29.8,201.95,0.0,Stayed,,
0909-SELIE,Male,53,Yes,0,95423,1,61,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.8,7513.130000000001,17.17,Stayed,,
0913-XWSCN,Male,29,Yes,2,92585,1,55,Offer B,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.5,7017.349999999999,0.0,Stayed,,
0916-KNFAJ,Male,37,Yes,0,95133,1,61,Offer B,Yes,Yes,Two Year,Yes,Credit Card,69.9,4512.79,0.0,Stayed,,
0916-QOFDP,Female,79,Yes,1,93554,5,14,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.8,1547.76,0.0,Stayed,,
0917-EZOLA,Male,66,Yes,0,90713,0,72,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.15,8124.11,0.0,Churned,Price,Extra data charges
0921-OHLVP,Male,35,No,0,95969,0,22,Offer D,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.05,2051.42,0.0,Stayed,,
0923-PNFUB,Female,55,No,0,91361,0,3,Offer E,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.75,386.33000000000004,0.0,Churned,Attitude,Attitude of support person
0924-BJCRC,Female,70,Yes,0,95018,6,60,Offer B,Yes,Yes,Two Year,No,Bank Withdrawal,89.45,6785.400000000001,0.0,Stayed,,
0925-VYDLG,Female,40,No,0,92338,0,3,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.25,295.61,0.0,Churned,Attitude,Attitude of service provider
0927-CNGRH,Male,42,No,3,95701,0,1,None,Yes,No,Month-to-Month,No,Credit Card,19.55,50.18,0.0,Joined,,
0927-LCSMG,Male,23,No,0,95129,0,7,Offer E,Yes,Yes,Month-to-Month,No,Mailed Check,74.65,705.6099999999999,0.0,Churned,Competitor,Competitor offered more data
0928-JMXNP,Male,78,Yes,0,96055,3,4,Offer E,No,Yes,Two Year,Yes,Bank Withdrawal,29.9,118.25,0.0,Stayed,,
0928-XUTSN,Female,22,No,0,92227,0,13,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1596.67,24.99,Stayed,,
0929-HYQEW,Male,20,No,0,94601,0,3,None,Yes,Yes,Month-to-Month,Yes,Credit Card,50.15,213.10999999999999,0.0,Joined,,
0929-PECLO,Female,74,No,0,95548,0,63,Offer B,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.6,8172.200000000001,0.0,Stayed,,
0930-EHUZA,Female,33,No,0,96124,0,36,None,Yes,Yes,One Year,Yes,Credit Card,76.35,4221.67,0.0,Stayed,,
0931-MHTEM,Female,36,No,0,96010,0,54,None,Yes,Yes,One Year,Yes,Credit Card,100.05,7150.23,0.0,Stayed,,
0932-YIXYU,Female,50,No,0,93620,0,47,None,Yes,No,Two Year,No,Credit Card,20.25,1445.75,0.0,Stayed,,
0936-NQLJU,Female,40,Yes,0,95245,9,41,Offer B,Yes,No,Two Year,No,Credit Card,20.65,1221.59,0.0,Stayed,,
0939-EREMR,Female,40,No,1,95973,0,13,Offer D,Yes,Yes,Month-to-Month,No,Credit Card,53.45,1047.39,26.37,Stayed,,
0939-YAPAF,Female,44,No,0,92701,0,35,Offer C,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3894.75,0.0,Churned,Competitor,Competitor offered higher download speeds
0940-OUQEC,Male,54,No,0,95694,0,10,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.7,1009.5,38.42,Churned,Competitor,Competitor offered more data
0942-KOWSM,Female,24,Yes,0,92345,4,30,Offer C,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,2847.5,0.0,Stayed,,
0943-ZQPXH,Male,46,Yes,1,95688,2,44,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.95,5277.9,0.0,Stayed,,
0945-TSONX,Female,22,Yes,0,91436,6,47,Offer B,Yes,Yes,Two Year,Yes,Credit Card,85.3,5607.3,0.0,Stayed,,
0946-CLJTI,Male,67,Yes,0,93551,1,58,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5997.04,0.0,Churned,Competitor,Competitor had better devices
0946-FKYTX,Male,42,No,0,93274,0,52,Offer B,No,Yes,One Year,No,Mailed Check,30.1,1623.4,11.72,Stayed,,
0947-IDHRQ,Female,21,No,0,91367,0,7,None,Yes,Yes,Month-to-Month,Yes,Mailed Check,80.3,811.1700000000001,0.0,Churned,Competitor,Competitor made better offer
0947-MUGVO,Male,71,Yes,0,93928,1,20,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,1570.9,0.0,Churned,Competitor,Competitor had better devices
0952-KMEEH,Male,46,No,0,94043,0,13,None,Yes,Yes,Month-to-Month,No,Mailed Check,98.15,1313.93,0.0,Churned,Price,Long distance charges
0953-LGOVU,Male,19,Yes,3,95422,7,12,Offer D,No,Yes,Month-to-Month,No,Mailed Check,35.5,432.25,0.0,Stayed,,
0956-ACVZC,Female,23,No,0,94947,0,54,None,Yes,Yes,One Year,Yes,Credit Card,94.1,7845.28,0.0,Stayed,,
0956-SYCWG,Female,61,No,0,91301,0,13,Offer D,Yes,No,One Year,No,Bank Withdrawal,19.65,675.49,0.0,Stayed,,
0958-YHXGP,Female,25,No,0,94621,0,7,None,Yes,Yes,Month-to-Month,Yes,Credit Card,69.9,714.23,0.0,Stayed,,
0959-WHOKV,Male,28,No,0,91724,0,42,Offer B,Yes,Yes,One Year,Yes,Bank Withdrawal,99.0,4568.09,0.0,Stayed,,
0960-HUWBM,Male,40,Yes,3,95668,0,65,Offer B,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.1,9268.85,0.0,Stayed,,
0961-ZWLVI,Male,35,No,3,95670,0,49,None,Yes,Yes,One Year,Yes,Credit Card,109.2,5523.69,0.0,Stayed,,
0962-CQPWQ,Female,57,Yes,2,94502,1,62,None,Yes,No,Two Year,No,Bank Withdrawal,20.3,1445.5700000000002,0.0,Stayed,,
0963-ZBDRN,Male,45,No,0,91711,0,32,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3990.12,0.0,Churned,Attitude,Attitude of support person
0967-BMLBD,Female,37,Yes,1,95325,8,11,Offer D,Yes,No,One Year,Yes,Credit Card,20.0,737.44,0.0,Stayed,,
0968-GSIKN,Female,23,No,0,92276,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.8,101.4,0.0,Churned,Competitor,Competitor made better offer
0969-RGKCU,Male,31,Yes,1,91367,1,37,None,Yes,No,One Year,No,Credit Card,19.8,2293.21,29.21,Stayed,,
0970-ETWGE,Male,38,No,0,93205,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,132.01,0.0,Churned,Competitor,Competitor had better devices
0970-QXPXW,Female,28,No,0,91016,0,1,None,Yes,No,Month-to-Month,No,Credit Card,19.65,62.07,0.0,Joined,,
0971-QIFJK,Female,57,Yes,0,95073,10,69,Offer A,Yes,No,Two Year,No,Bank Withdrawal,24.25,4386.62,45.75,Stayed,,
0973-KYVNF,Female,59,Yes,0,91384,6,72,None,Yes,Yes,Two Year,Yes,Credit Card,70.65,8115.789999999999,0.0,Stayed,,
0975-UYDTX,Female,46,Yes,0,91207,1,26,Offer C,Yes,Yes,One Year,Yes,Credit Card,90.1,2978.9300000000003,47.79,Stayed,,
0975-VOOVL,Female,34,No,0,91301,0,3,None,No,Yes,Month-to-Month,No,Credit Card,29.2,98.5,0.0,Joined,,
0979-MOZQI,Male,61,Yes,0,93940,6,62,None,No,Yes,Two Year,Yes,Bank Withdrawal,39.0,2337.45,0.0,Stayed,,
0979-PHULV,Male,30,Yes,0,92122,2,69,Offer A,Yes,Yes,Month-to-Month,Yes,Credit Card,99.45,10374.8,0.0,Churned,Competitor,Competitor made better offer
0980-FEXWF,Male,32,Yes,1,95629,4,26,Offer C,Yes,Yes,One Year,No,Credit Card,50.35,1405.92,0.0,Stayed,,
0980-PVMRC,Female,27,Yes,3,93675,0,40,None,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.85,2036.55,0.0,Stayed,,
0983-TATYJ,Female,42,Yes,0,93460,7,33,None,Yes,Yes,One Year,Yes,Credit Card,51.45,3345.87,0.0,Stayed,,
0988-AADSA,Female,40,Yes,2,95941,5,72,Offer A,Yes,Yes,Two Year,No,Bank Withdrawal,80.85,6534.59,0.0,Stayed,,
0988-JRWWP,Female,50,No,0,95257,0,3,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,264.54,0.0,Joined,,
0991-BRRFB,Male,31,No,0,92883,0,18,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.4,1250.28,0.0,Churned,Other,Deceased
0993-OSGPT,Female,78,Yes,0,96048,2,68,None,Yes,Yes,One Year,Yes,Bank Withdrawal,60.65,6733.3,0.0,Stayed,,
0997-YTLNY,Female,59,No,2,92029,0,19,Offer D,Yes,Yes,Month-to-Month,No,Credit Card,48.8,1030.22,0.0,Stayed,,
0999-QXNSA,Male,72,No,1,90029,0,7,None,Yes,Yes,Two Year,Yes,Credit Card,45.75,632.1800000000001,29.0,Stayed,,
1000-AJSLD,Male,25,No,0,92121,0,1,None,Yes,No,Month-to-Month,Yes,Mailed Check,20.1,24.21,0.0,Churned,Competitor,Competitor made better offer
1004-NOZNR,Male,71,No,2,95442,0,56,Offer B,Yes,Yes,One Year,No,Credit Card,94.8,5856.22,0.0,Stayed,,
1009-IRMNA,Female,27,No,0,93041,0,7,Offer E,Yes,No,Month-to-Month,No,Bank Withdrawal,20.0,249.88,0.0,Churned,Attitude,Attitude of support person
1010-DIAUQ,Male,54,No,0,92122,0,5,Offer E,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.5,596.85,0.0,Churned,Competitor,Competitor made better offer
1013-QCWAM,Female,73,Yes,0,92841,0,66,Offer A,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.8,8542.71,0.0,Stayed,,
1015-JPFYW,Male,47,No,2,95227,0,7,None,Yes,No,One Year,No,Credit Card,19.45,480.87,0.0,Stayed,,
1015-OWJKI,Male,46,No,0,90260,0,1,None,Yes,No,Month-to-Month,No,Credit Card,19.05,24.07,0.0,Joined,,
1016-DJTSV,Male,66,No,0,92071,0,8,Offer E,Yes,Yes,Two Year,Yes,Bank Withdrawal,69.7,907.6500000000001,0.0,Stayed,,
1017-FBQMM,Female,47,Yes,2,95220,8,62,Offer B,Yes,Yes,One Year,Yes,Credit Card,106.05,7636.6,0.0,Stayed,,
1020-JPQOW,Female,63,Yes,0,94508,1,56,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.55,5313.400000000001,0.0,Stayed,,
1022-RKXDR,Female,38,No,0,91733,0,41,None,Yes,No,One Year,Yes,Mailed Check,24.85,2301.31,0.0,Stayed,,
1023-BQXZE,Male,30,No,0,95203,0,57,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.35,5723.540000000001,0.0,Stayed,,
1024-GUALD,Female,29,Yes,0,91207,4,1,Offer E,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-4.0,24.8,0.0,Churned,Dissatisfaction,Product dissatisfaction
1024-KPRBB,Female,63,No,0,92101,0,38,Offer C,Yes,Yes,One Year,Yes,Mailed Check,89.1,4575.42,0.0,Stayed,,
1024-VRZHF,Male,39,Yes,0,92117,1,11,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-7.0,1063.08,0.0,Churned,Competitor,Competitor made better offer
1025-FALIX,Female,49,No,0,95659,0,26,None,Yes,Yes,Month-to-Month,Yes,Credit Card,69.05,2790.91,0.0,Stayed,,
1027-LKKQQ,Female,35,Yes,3,95669,3,72,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,6819.97,0.0,Stayed,,
1028-FFNJK,Male,79,Yes,0,91504,1,30,Offer C,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,4358.25,0.0,Stayed,,
1029-QFBEN,Male,27,No,0,92129,0,1,None,Yes,No,Month-to-Month,No,Mailed Check,19.55,57.989999999999995,0.0,Churned,Competitor,Competitor made better offer
1031-IIDEO,Female,51,No,0,96125,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.85,97.89999999999999,0.0,Churned,Dissatisfaction,Network reliability
1032-MAELW,Female,57,Yes,3,93703,8,68,None,Yes,Yes,One Year,Yes,Bank Withdrawal,78.45,5841.31,0.0,Stayed,,
1035-IPQPU,Female,77,Yes,0,92267,2,63,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,7622.219999999999,0.0,Stayed,,
1036-GUDCL,Male,59,Yes,3,91377,1,60,None,Yes,Yes,Month-to-Month,Yes,Credit Card,-9.0,7049.0,0.0,Stayed,,
1038-RQOST,Male,43,Yes,2,95595,6,19,Offer D,Yes,No,Month-to-Month,No,Credit Card,20.6,504.25,0.0,Stayed,,
1038-ZAGBI,Female,59,Yes,0,93711,1,12,None,Yes,No,One Year,No,Bank Withdrawal,19.8,681.4,0.0,Churned,Attitude,Attitude of support person
1041-RXHRA,Female,25,No,0,91931,0,41,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.25,4540.030000000001,0.0,Churned,Attitude,Attitude of support person
1042-HFUCW,Female,37,No,1,95426,0,25,Offer C,Yes,Yes,One Year,Yes,Credit Card,54.75,2263.85,15.76,Stayed,,
1043-UXOVO,Female,25,No,0,95830,0,71,Offer A,Yes,Yes,Two Year,Yes,Credit Card,113.15,10009.7,0.0,Stayed,,
1043-YCUTE,Male,19,Yes,0,94544,1,56,Offer B,Yes,No,Two Year,Yes,Credit Card,25.15,2066.3500000000004,0.0,Churned,Dissatisfaction,Service dissatisfaction
1045-LTCYT,Female,54,Yes,3,95118,5,8,None,Yes,No,Month-to-Month,No,Credit Card,21.05,484.15,0.0,Stayed,,
1047-NNCBF,Male,56,No,0,95123,0,20,None,Yes,Yes,Month-to-Month,No,Credit Card,70.55,1569.55,17.6,Stayed,,
1047-RNXZV,Male,57,No,0,91208,0,43,None,Yes,No,Two Year,No,Credit Card,19.55,1012.89,15.17,Stayed,,
1049-FYSYG,Female,48,Yes,0,92592,5,17,Offer D,No,Yes,Month-to-Month,Yes,Credit Card,35.65,646.05,0.0,Stayed,,
1051-EQPZR,Female,21,Yes,2,94305,1,44,None,Yes,No,Month-to-Month,No,Credit Card,19.6,963.73,0.0,Stayed,,
1051-GEJLJ,Female,19,No,0,94074,0,2,None,Yes,No,Month-to-Month,No,Mailed Check,19.5,81.89,0.0,Joined,,
1052-QJIBV,Female,28,Yes,2,95713,1,71,Offer A,Yes,No,Two Year,No,Credit Card,19.9,2852.09,0.0,Stayed,,
1053-MXTTK,Female,63,Yes,1,91602,1,72,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,8767.470000000001,0.0,Stayed,,
1057-FOGLZ,Female,44,No,0,92320,0,18,Offer D,Yes,No,Month-to-Month,No,Credit Card,19.65,719.3,0.0,Stayed,,
1060-ENTOF,Female,70,Yes,0,90028,3,67,None,Yes,Yes,One Year,Yes,Credit Card,105.4,7214.490000000001,0.0,Stayed,,
1061-PNTHC,Female,36,Yes,2,92024,5,56,Offer B,Yes,Yes,Month-to-Month,Yes,Credit Card,109.6,6733.64,0.0,Stayed,,
1062-LHZOD,Male,49,Yes,0,92121,0,1,None,Yes,Yes,Month-to-Month,Yes,Mailed Check,69.9,74.89,0.0,Churned,Competitor,Competitor made better offer
1063-DHQJF,Male,56,Yes,3,90604,2,69,Offer A,Yes,Yes,Two Year,Yes,Mailed Check,92.15,7882.98,0.0,Stayed,,
1064-FBXNK,Male,55,Yes,1,95831,5,1,None,Yes,No,One Year,No,Credit Card,19.85,67.31,0.0,Joined,,
1066-JKSGK,Male,29,No,0,90024,0,1,None,Yes,No,Month-to-Month,No,Credit Card,20.15,53.73,0.0,Churned,Competitor,Competitor made better offer
1069-QJOEE,Male,47,Yes,1,94541,0,25,None,Yes,No,One Year,No,Bank Withdrawal,19.9,977.2,0.0,Stayed,,
1069-XAIEM,Female,68,No,0,95460,0,1,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,101.42,0.0,Churned,Competitor,Competitor had better devices
1073-XXCZD,Male,54,Yes,0,93308,1,55,None,Yes,No,Two Year,No,Bank Withdrawal,25.7,2115.2,0.0,Stayed,,
1074-AMIOH,Female,38,Yes,2,94127,1,53,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.25,8234.77,0.0,Stayed,,
1074-WVEVG,Female,29,Yes,0,90021,6,59,None,Yes,No,One Year,No,Credit Card,20.35,3121.37,0.0,Stayed,,
1075-BGWOH,Male,69,Yes,0,91770,1,16,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1830.11,0.0,Churned,Attitude,Attitude of support person
1077-HUUJM,Female,48,No,1,91730,0,7,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,682.15,0.0,Stayed,,
1078-TDCRN,Female,75,Yes,0,91301,7,3,None,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.75,82.85,0.0,Joined,,
1080-BWSYE,Male,76,Yes,0,92618,0,64,None,Yes,No,Two Year,No,Credit Card,25.65,3624.3199999999997,0.0,Stayed,,
1084-MNSMJ,Female,63,Yes,0,95623,10,51,Offer B,Yes,Yes,Two Year,No,Credit Card,85.5,6152.38,0.0,Stayed,,
1084-UQCHV,Male,35,No,0,92305,0,1,Offer E,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-7.0,97.72,0.0,Churned,Attitude,Attitude of support person
1085-LDWAM,Female,24,Yes,2,96122,5,69,None,Yes,No,One Year,Yes,Credit Card,20.35,3062.08,0.0,Stayed,,
1086-LXKFY,Female,46,Yes,0,96137,1,1,Offer E,Yes,Yes,Month-to-Month,Yes,Credit Card,69.1,85.64999999999999,0.0,Churned,Other,Don't know
1087-GRUYI,Male,62,Yes,0,92116,8,38,Offer C,Yes,No,Two Year,No,Bank Withdrawal,20.4,1008.36,0.0,Stayed,,
1087-UDSIH,Female,38,No,0,94520,0,3,Offer E,Yes,No,Month-to-Month,Yes,Credit Card,19.6,99.59,0.0,Churned,Attitude,Attitude of support person
1088-AUUZZ,Male,33,Yes,1,93664,6,56,Offer B,Yes,Yes,Two Year,Yes,Credit Card,75.85,6365.68,0.0,Stayed,,
1088-CNNKB,Male,34,Yes,0,95008,9,63,None,Yes,Yes,One Year,No,Credit Card,80.0,7183.46,0.0,Stayed,,
1089-HDMKP,Male,72,No,1,93517,0,11,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.55,731.71,0.0,Stayed,,
1089-XZWHH,Female,43,Yes,3,93541,5,24,None,Yes,No,Two Year,Yes,Credit Card,19.7,1605.25,0.0,Stayed,,
1090-ESELR,Male,47,Yes,0,92333,8,72,Offer A,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,9573.55,0.0,Stayed,,
1090-PYKCI,Female,19,Yes,3,95415,1,69,Offer A,Yes,Yes,One Year,Yes,Credit Card,105.1,8933.18,0.0,Stayed,,
1091-SOZGA,Female,27,Yes,0,90623,1,56,None,Yes,Yes,One Year,Yes,Credit Card,99.8,7888.17,0.0,Stayed,,
1092-GANHU,Male,62,No,0,95954,0,17,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,1833.92,0.0,Churned,Competitor,Competitor offered more data
1092-WPIVQ,Female,33,Yes,1,96033,2,18,Offer D,Yes,No,Two Year,No,Credit Card,25.1,1140.53,14.57,Stayed,,
1093-YSWCA,Male,45,No,0,92881,0,11,Offer D,Yes,No,Two Year,No,Credit Card,19.55,411.47,26.32,Stayed,,
1094-BKOSX,Female,52,Yes,2,96107,10,45,None,No,Yes,One Year,No,Bank Withdrawal,51.0,2264.5,0.0,Stayed,,
1095-JUDTC,Female,78,No,0,95258,0,47,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,5172.89,0.0,Churned,Competitor,Competitor offered higher download speeds
1095-WGNGG,Female,35,Yes,0,90732,2,61,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.05,7038.14,0.0,Stayed,,
1096-ADRUX,Female,34,Yes,1,92870,1,66,None,Yes,Yes,One Year,Yes,Bank Withdrawal,74.25,7356.6900000000005,0.0,Stayed,,
1097-FSPVW,Female,42,No,0,92268,0,42,Offer B,Yes,Yes,Month-to-Month,No,Credit Card,54.55,3805.7700000000004,0.0,Stayed,,
1098-KFQEC,Female,24,Yes,2,91316,8,55,None,Yes,No,Two Year,No,Credit Card,19.4,2609.25,0.0,Stayed,,
